Population 0 to 15 years,Population aged 16 to 24 years,Population aged 25 to 64 years,Population aged 65 years and over
17.3,8.1,50.3,24.3
18.7,9.5,51.3,20.5
19.9,8.9,52.9,18.3
16.4,8.1,53.5,22
17.4,9.7,52.5,20.4
17.9,8.8,52.5,20.8
16.9,8.3,51.6,23.2
19.7,8,53.5,18.8
16.5,8.5,53,22
24.2,11.4,54.3,10.1
16.5,8.4,51,24.1
18.3,9.5,50,22.2
18.4,9.1,55,17.4
19.1,10.8,59,11.1
16.6,8.7,51.4,23.2
19.3,8,54.2,18.4
17.7,8.9,52.1,21.3
17.5,7.1,49.1,26.3
14.1,7.4,54.5,24
22.5,7.3,54.3,15.9
16.9,9.1,52.5,21.5
16.5,8.1,51.7,23.7
19.1,10.3,55,15.7
18,8.2,52.1,21.8
20.2,7.9,53,18.9
18.9,8.8,50.7,21.6
22.9,7.2,53.7,16.2
19.2,7.3,54.7,18.8
16.9,8.1,55.2,19.8
19.4,10.4,53.8,16.3
17.6,9.2,56.6,16.6
16.7,12.8,48.3,22.2
20.4,9,50.9,19.7
18.7,8.1,54.3,18.9
18.9,7.3,49.4,24.4
18.4,7.5,50.2,24
20.2,6.8,49.6,23.4
17.8,7.4,51.6,23.2
18.5,8.8,49.3,23.4
19.6,7.8,53.1,19.5
19.1,7.7,50.7,22.5
18.8,8.2,53,20.1
18.6,9.3,50.8,21.3
17.6,9.4,47.5,25.5
18.4,8.7,48.2,24.8
18.5,10.3,51.1,20.2
22.5,10.8,51.1,15.6
20.3,11.2,50.6,17.9
18,8,47.1,26.9
20.2,7.9,50.8,21.1
10.7,13.3,59.1,16.9
6.4,39.3,42.3,12
16.9,9.1,56.7,17.4
16.6,9.5,47.5,26.3
20.7,7.7,51.6,19.9
14.8,6.8,49.7,28.7
21.2,10.8,54.2,13.8
16.8,8.9,49,25.3
17.5,7.9,48.2,26.5
15.7,7.4,48.8,28.1
16.8,7.1,46.4,29.6
14.2,8.8,51.1,25.9
21.9,9.9,54.5,13.7
21.7,8.7,49.3,20.3
15.8,8.6,51.4,24.2
16.8,6.7,47.9,28.7
15.2,7.5,50.2,27.2
14.8,7.6,47,30.6
20.2,10,55.3,14.6
15,7.9,50.6,26.4
14.9,7.8,50.3,27.1
16.9,8.2,45.2,29.7
17.8,8.5,49.1,24.7
19.7,10.6,58.4,11.4
24.1,10.5,49.7,15.7
23.6,11.1,51.8,13.5
23.6,9.8,49.2,17.4
12,20.2,42.7,25
21.3,12.8,53.4,12.5
16.2,9.2,52.1,22.5
18.8,13.7,57,10.6
18.9,10.1,51.9,19.1
20,12.7,54.1,13.1
14.2,8,48.6,29.3
13.9,8.4,48.1,29.6
20.3,10.8,52,16.9
16.4,7.8,50.4,25.4
16.5,8.3,47,28.2
15.1,7.4,50,27.5
16.3,9.2,47.7,26.8
13.5,7.4,47.6,31.4
16.9,8.8,51.9,22.4
14.3,8.9,48.7,28.1
22,10.6,54.3,13.1
23,11.2,49.9,16
15.8,10.3,54,20
19.8,11.1,50.5,18.6
21.9,10.9,52.1,15
17.2,9.8,50,23
16.7,8.7,51.6,23.1
15.6,9.4,52,23
15.7,7.1,49.8,27.4
18.1,8,46.9,26.9
16.1,7.2,45.1,31.7
18.6,8,53.5,20
20.2,7.9,54.1,17.9
17.6,8.2,50.9,23.3
15.3,7.4,50.9,26.5
21.6,7.1,48.5,22.7
19.7,7.8,49.7,22.9
14.8,7.4,45.4,32.4
19.5,6.6,47.9,26
16.1,7,49.6,27.3
18.5,6.8,53.1,21.6
16.8,8.1,51.7,23.3
20.3,8.6,52.5,18.6
18.1,8.9,54.2,18.8
16.3,7.6,52.3,23.7
16.4,9.1,58.6,15.9
18.1,8.4,51.5,22
14.2,7.3,49.2,29.2
20.4,8.8,53.6,17.2
17,8.1,49.2,25.7
14.3,7.2,51.2,27.3
18.8,9,51.2,21
15.7,8,49.8,26.5
17.3,8.6,50.9,23.3
20.7,10.4,55.4,13.5
18.4,9,49.2,23.4
18.1,9.7,56.7,15.6
19.4,10.4,52.9,17.3
18.7,9.4,52.6,19.3
17.6,7.3,47.1,27.9
17.7,8.1,50.2,23.9
21.9,11.1,51.8,15.2
18.8,9.8,54,17.3
18.5,11,53,17.5
24.6,10.3,48.3,16.9
19,10.4,52.9,17.7
17.4,7.4,46.6,28.6
13.7,7.7,48.5,30.2
14.7,8.3,49.7,27.3
17.4,8.9,50.1,23.7
19.5,8.8,49.8,21.9
16.8,10.5,48,24.7
17.2,7.4,51.9,23.5
14.7,8.4,49,28
17.6,8.8,47.1,26.6
18.4,9.1,51.2,21.3
14.7,8,46.9,30.3
18.6,9.4,49.9,22
15.6,7.8,50.2,26.4
11.7,6.9,48.1,33.3
20.5,7.8,53.6,18.2
17.9,6.8,48.3,27
18.9,7.6,50.7,22.8
19.3,9.5,50,21.2
18.6,10.8,50.5,20.1
13.9,10.3,53.5,22.3
15.9,7.8,46.5,29.8
14.8,8,47.1,30.1
15,9.5,43.5,32
16.5,21.9,45.8,15.7
14.7,24.1,43.8,17.5
8.2,35.1,35.5,21.2
16.6,11.4,50.2,21.8
17,7.6,50.7,24.8
19.8,10,50,20.2
18.3,8,52.2,21.6
16.9,8.1,49.9,25.1
19.5,10.3,51.2,19
20.2,11.3,49.3,19.2
16.6,9,47.3,27
19.7,9.9,50.2,20.2
17.7,8.7,52.3,21.4
13,24.4,39.2,23.4
21.7,9.2,50.4,18.7
15.3,8.1,47.9,28.8
14.3,10.5,47.4,27.8
16.8,9.1,47,27.2
16.8,7.1,49.9,26.1
15.2,7.1,48.7,29
17.9,7.6,47.9,26.7
20.3,9.9,51.3,18.4
13.8,9.2,47.4,29.6
15.9,7,45.2,31.9
18.6,8.5,47.4,25.5
15.6,8.6,46.6,29.1
14.2,7.1,49.5,29.2
19.9,9.9,50.3,19.9
20.9,10.7,48.5,19.9
14,8.7,48.6,28.7
17.4,8.6,47.8,26.2
13.8,6.8,46.7,32.7
17,8,48.6,26.3
14.8,7.1,48.8,29.3
17.3,9.4,47.8,25.5
14.6,8.5,50.4,26.4
16.3,7.5,49,27.2
13.8,7.2,46.1,32.9
19,7.4,51.7,21.9
19.7,8.4,50.1,21.7
15.2,8.7,54.9,21.2
17.4,9.4,51.7,21.4
18.9,9.3,51.8,20
17.7,8.7,50.9,22.7
19.9,9.5,51.4,19.2
19.2,9.8,49.4,21.6
13.1,8.2,45.5,33.3
17.9,8.9,48.6,24.6
18,10.5,49.5,21.9
17.9,10.2,47.2,24.7
13.3,6.9,45.3,34.5
15.4,10.1,48,26.5
14.1,8.4,49.9,27.7
16.9,9.2,50.4,23.5
15.7,9.2,49.8,25.3
20,9.9,50,20.2
15.7,8,52.3,24.1
15.3,8.4,49.3,27
17.6,9.2,51.7,21.5
19.5,10.2,53.5,16.8
17.7,9.7,50.3,22.4
16.7,7.4,51.6,24.3
13.3,7.8,50.2,28.8
16.3,11.3,51.9,20.5
16.6,9.6,50.7,23.1
12.9,7.8,46.8,32.5
20,10.8,52,17.1
17.4,10.8,53.7,18.1
18.7,8.1,51.1,22.1
20.2,11.5,51.9,16.4
19.9,11.3,51.6,17.2
16.9,9.3,49.3,24.4
16.1,9.1,52.8,22
15.2,8,51.8,24.9
16.4,8.9,49.8,24.9
18,8.5,49.1,24.3
18.1,8.2,50.2,23.6
15.6,8.1,51,25.2
12.5,17.6,52.6,17.3
15,7.2,50.2,27.5
17.1,10.5,51.9,20.4
20.5,8.3,52.3,18.9
16.1,14,56.9,13
23.5,10.1,50.7,15.7
22.8,10.4,48.9,18
17.8,7.8,49.9,24.5
16.7,8.7,52.3,22.3
13.7,9.2,54.6,22.5
17.4,9.2,52.3,21.2
15.8,10.1,53.5,20.6
21.9,8.9,51.3,17.9
17.5,9.4,51.6,21.4
15.2,7.6,50,27.2
16.2,8.5,50.6,24.7
14.3,7.3,52.5,25.9
15.5,8.9,51.3,24.2
17.3,9.9,52.3,20.5
14.9,7.9,48.9,28.3
14.2,7.5,49.6,28.6
15.4,7.7,49.8,27.1
15,7.7,49.9,27.5
11.5,10.9,48.6,29
15.6,8.4,50.7,25.2
16.9,8.9,52.1,22.1
17.7,9.9,53.4,19
14.8,8.5,49.2,27.5
17.2,7.7,50.1,25.1
12.3,6.2,50.3,31.2
12.8,7.2,50.9,29.1
15.7,10,44.2,30.1
14.6,7.4,47.1,30.9
15.2,7.1,45.2,32.5
16.1,9.2,52.1,22.7
11.1,7.3,43,38.6
14.2,7.8,48.5,29.5
16.7,9.3,54.5,19.5
13.9,7.2,50.4,28.4
21.9,11,50.9,16.2
14,8.8,51.4,25.9
15.9,9.5,54.8,19.7
13.9,8,49.4,28.7
14.1,7.9,50.5,27.5
18.2,9.7,51.4,20.7
17.8,10.3,52.3,19.6
15,8.4,54.5,22.1
16.3,9.3,54.3,20.1
18.2,10.1,54,17.7
17.2,9.5,54.9,18.3
16.7,8.4,51.6,23.3
19,8.6,47.3,25.1
17.1,9.2,52.5,21.2
14.9,9.4,51.9,23.7
20.3,9.7,51.5,18.5
20.1,9.6,53,17.3
15.5,8.6,51.4,24.5
19.3,11,51.6,18.1
17.5,10.9,53,18.6
17.4,9.8,52.5,20.3
19.3,10.9,52.2,17.5
16.4,10.1,54.7,18.8
15.8,9.6,52.3,22.2
21.6,12,50.6,15.8
20,10.8,55.4,13.7
18.3,10,51.5,20.3
13.8,9.1,52.2,24.9
18.8,10.2,48.8,22.1
15.1,10.6,53,21.2
14.8,9.6,52.7,22.9
15.5,8.2,51,25.3
17.9,11.1,58.2,12.8
13.8,7.9,48.4,29.9
15.5,9.9,53.8,20.9
18.3,10.3,52,19.4
14.7,7.8,49.7,27.8
14.5,7.3,47,31.2
13.5,7.3,46.7,32.5
16.1,8.8,49,26.1
15.5,6.8,50.3,27.4
15.1,8.5,50.3,26.1
15.5,9.2,50,25.3
14,9,50.9,26.1
19.1,9.9,50.2,20.8
14.9,9.9,52.7,22.6
21.1,10.9,49.1,19
18,11.1,53.3,17.7
16.3,8.6,49.9,25.3
15,8.2,50.2,26.5
19.1,9.9,53.9,17
19,10.3,49,21.7
18.3,9,50.5,22.3
16.9,7.4,51.3,24.5
18.5,9.3,54.9,17.4
16.6,9.7,52.4,21.3
18.8,10.4,57.7,13
15.7,8.9,51.4,24
17.1,8.4,55.1,19.4
19.2,9.1,52.2,19.5
18.5,9.4,55.5,16.7
20.9,11.7,51.3,16.1
17,9,56,18
16.6,8.3,51.9,23.1
14.5,8,56.6,20.9
17.5,8.7,52,21.8
15.3,9,52.4,23.3
12.8,15.6,50,21.6
21.3,11.4,50.7,16.6
17.6,9.1,52.5,20.7
16.3,10.6,54.4,18.8
13.3,8.2,47.9,30.6
16.6,9.2,49.8,24.4
15.1,7.7,45.3,32
17.2,8.3,48.7,25.8
15.7,8.8,51.3,24.2
13,6.5,47.5,33.1
20.1,10.4,51.7,17.8
13.1,7.4,49.5,30
15.4,9.4,54,21.2
17.7,9.5,51.8,21
17.5,8.1,50.4,24
16.8,9.1,55.9,18.1
22.3,9.9,53.2,14.7
18.3,9,55.1,17.5
17.2,8.2,54.1,20.5
18,14.2,45.5,22.4
17.3,7.6,53.9,21.2
19.2,10.3,50.4,20.1
19.5,10,52,18.5
16.4,9,53.8,20.7
16,8.3,53.2,22.5
15.2,6.4,46.8,31.6
14.5,8.4,46,31.1
16.4,7.8,50,25.7
18.1,7.3,49.7,25
16,7.9,46.9,29.3
24.2,7.3,53.1,15.4
14,6,44.6,35.3
18.4,7.7,45.9,28
13.1,5.9,44.4,36.6
10.6,5.8,38.7,44.9
15.4,7.1,43,34.6
8.6,5.6,36.1,49.7
16.6,9.1,46.9,27.4
14.4,15.9,45.7,24
15.6,7.2,49,28.1
17.1,7.2,46.1,29.6
12.6,5,39.2,43.2
18.8,9,51.2,21
16.4,10.9,55,17.7
13,6.1,41,39.9
7.6,48.4,29.7,14.2
18.7,19,50.2,12.1
18.7,10,50.4,20.9
6,53.3,31.9,8.8
20.3,9.9,56.8,13
15,23.3,50.4,11.2
19,9.3,51.7,20.1
8.4,31.5,49.3,10.7
15.9,11.5,54.3,18.4
18.4,9.9,58,13.7
19.9,9,55.4,15.7
17.3,8.7,50.4,23.6
19.9,10.5,54.5,15.2
16.1,9.5,54.8,19.6
17.5,7.9,46.9,27.7
15.4,7.6,49.4,27.6
16.6,8.3,47.9,27.1
18.6,7.9,49.4,24.1
22.8,12.7,47.8,16.6
18.8,9.6,50.3,21.4
18.4,8.9,49.9,22.7
19.7,9,52,19.3
18.1,8.4,49.5,23.9
16.6,8.5,49.4,25.6
17.3,8.4,49.9,24.3
18.6,8.7,49.6,23.1
17.3,9.5,51.3,21.9
13.2,7,48.5,31.4
17.7,9.1,49.5,23.8
17.4,7.6,48.1,26.9
18.2,9.4,48.5,23.9
17.4,8.4,49.4,24.7
17.7,8.1,50.7,23.5
19,10.7,50.2,20
15.7,8.7,46.6,29
21.5,10.6,51.6,16.3
15.4,6.9,44.5,33.3
18,8.2,50.4,23.4
16.6,8.5,49.4,25.6
14.3,7.5,48.2,30
16.1,9.7,55.4,18.8
15.9,7.7,49.7,26.8
15.8,8.3,50.5,25.4
14.3,6.4,47.5,31.8
19.1,9.8,51.2,19.9
17.8,6.8,50.9,24.5
12.8,9.8,47.6,29.9
16.6,6.6,48.8,28
14.2,6,44.9,34.8
16.1,8.2,47.6,28.2
13.4,5.6,42.6,38.4
12.3,6,45.8,35.9
13.8,7.4,47.3,31.5
17.7,7.9,51.8,22.5
14,7.1,49.6,29.3
17.3,7.4,49.8,25.4
16.8,8,49.7,25.5
13.1,7.6,44.5,34.8
16.7,8.1,48,27.2
15.9,7.5,47.1,29.6
17.1,9.3,50.7,22.9
15,8.9,49.8,26.2
12.9,5.8,45.3,36.1
18,10.1,51.6,20.2
18.5,7.9,55.9,17.7
19.2,10,53,17.8
16.9,10,49.9,23.2
15.7,8.1,49.4,26.7
17.6,8.2,50.4,23.9
14.8,7.9,49.8,27.6
15.5,7.6,47.1,29.8
13.9,6.3,48.2,31.7
11,5.7,43.8,39.5
17.6,10.4,50.3,21.6
21.1,9.5,50.6,18.8
14.8,7.8,47.7,29.6
18.6,9.4,48.7,23.3
14,6.9,49.7,29.4
16.8,8.1,48.9,26.1
14.8,7.8,48.8,28.6
17.2,7.2,50.6,25.1
18.2,8.5,49.2,24.1
14.2,6.3,53.2,26.3
15.2,7.9,49.7,27.1
17.1,8.6,46.7,27.7
14,7.3,47.9,30.9
14.8,7,47.7,30.5
15.2,8.2,47.2,29.4
18.1,9.2,46.9,25.7
10.9,7.1,37.4,44.7
13.6,6.9,42.1,37.4
19.4,10.8,52.6,17.2
18,8.2,47.3,26.5
11.4,5.5,41.4,41.6
18,7.5,50.8,23.6
16.8,8.1,47.2,28
19.2,8.3,47.1,25.4
10,6.5,41.6,41.9
15.9,7.8,50.7,25.6
11,6.6,40.2,42.3
17.3,7.6,46.5,28.6
14.3,7.4,40.5,37.9
15.3,6.7,47.4,30.6
16.7,9.1,46.1,28.1
11.9,6.9,42.2,39
18.6,9.2,49,23.2
15.3,8.6,48.1,28
17.5,7.7,49.3,25.5
19.7,9,48.4,22.9
14.7,7.2,47,31.1
16.7,8.7,47.1,27.6
18.9,14.6,47.1,19.5
17.5,8.3,51.9,22.4
14.9,9.2,49.6,26.3
16.9,7.5,49.8,25.8
18.3,8.7,49.1,23.9
16,8,47.4,28.7
18.5,10.8,50.6,20.1
12.7,7.4,45.9,34
13.1,7.9,45.4,33.6
17.6,12.7,38.6,31.2
14.6,7.4,45.9,32.1
14.7,7.2,46.2,31.9
16.4,6.6,49.3,27.7
12.6,6.5,43.9,37
15.7,7.3,47.1,29.8
14.7,5.4,46,33.9
12,7,45.5,35.5
15.5,8.3,49.3,26.8
17.5,8.5,48.4,25.7
15,6.9,49.2,28.9
17,6.4,49.1,27.5
20.1,9.5,52.8,17.6
12.3,6.7,43,38
16.7,8.5,48.5,26.3
13.5,9.4,52.3,24.8
15.9,8.9,51.5,23.8
17.5,9.5,50.1,22.9
17.5,8.9,48.6,25
18.2,13.5,50.7,17.6
18.3,8.3,49.7,23.7
16.2,8.2,53.3,22.3
17.8,9.4,54.4,18.4
15.6,8.2,47.9,28.3
18.1,10.5,52,19.3
15.2,8.9,53.4,22.5
16.3,9.9,50.9,22.9
17.1,9.1,54.6,19.3
16.7,7.9,53.7,21.6
16.3,7.9,52.7,23
17.9,9.8,51.9,20.4
18.8,9,50.5,21.7
22,10.5,51.1,16.4
18.5,9.8,52.5,19.1
16.2,9.3,54.7,19.8
19.9,9.5,51,19.5
20.6,10.4,51.9,17.1
16.1,6.6,50.2,27.1
16.7,9.4,53.6,20.4
13.7,6.8,56.3,23.1
17.1,8.5,52.8,21.7
17.5,9.9,52.1,20.6
17.8,8.3,52.8,21.1
14.6,7.2,47.6,30.6
15.8,20.9,48.8,14.4
1.8,71.1,21,6.2
17.3,22.9,46.2,13.6
18.5,8.4,54.6,18.5
16.6,8.7,52.2,22.5
17.7,8.4,53.4,20.4
18.6,9,53.4,19
16.9,8.8,54.1,20.2
18.3,9.2,55.3,17.1
20.4,10.9,49,19.7
18.2,12.3,52.8,16.7
17.2,8.8,52.5,21.5
20.7,11.6,51.5,16.2
19.9,11.2,51.5,17.5
16.8,9.9,51.4,22
20.5,11.3,50.8,17.4
15.1,10.4,52.2,22.4
14.7,9.3,51.2,24.8
18.3,10,51.3,20.4
19.1,8.8,54.2,17.8
14.6,8.5,52.3,24.6
18.5,9.8,52.9,18.7
19.6,9.3,53.3,17.9
15.9,8.1,51.2,24.7
18.8,9.5,52.8,19
18.2,9.3,52.4,20
16.6,7.8,49.2,26.5
18.5,9.4,51.8,20.3
16.5,9.2,53.8,20.5
25.2,12.4,47.9,14.4
17.6,10.4,50.2,21.8
17.2,9.2,48.3,25.3
15.6,8.5,50.6,25.3
14.3,7.9,51.2,26.5
12.5,16.1,43.9,27.4
13.9,7.3,50.1,28.6
20.5,9.1,51.4,19.1
17.3,8.2,52.6,21.9
19.9,9.9,51.2,19.1
17.5,11,52,19.5
15.7,9,50.5,24.9
18.7,9.1,53.3,18.9
20.2,10.3,50.7,18.8
21.1,11,50.1,17.8
23.3,10.9,49.4,16.4
18.5,8.4,45.9,27.2
16.2,8.8,46.2,28.8
19.6,9,46.4,25
20.6,11,51.1,17.3
11.9,9,48.6,30.5
17.8,7.4,47.4,27.4
16.8,15.9,56.8,10.5
11.5,12.8,46.9,28.8
10.1,9.7,36.4,43.8
19.1,10.1,52.2,18.7
14.7,7.7,44.5,33.1
23,11.2,49.8,16
20.4,10.7,51.1,17.8
26.1,11.2,49.9,12.9
19.3,10.9,50.4,19.5
18.1,9.7,52.5,19.6
17.8,10.8,54.9,16.5
16.6,12.9,56.6,13.9
17.5,8.9,49.8,23.9
14.5,10.5,59,16.1
19.6,8.4,48.8,23.2
15.5,9.9,47.3,27.2
18.2,8.8,53.9,19.1
16.8,7.3,47.5,28.3
20,9.9,51.3,18.8
17.6,8.3,50.4,23.6
17,9.3,49.4,24.4
17.4,7.9,51,23.7
23.5,11.3,52.4,12.7
18.4,8.6,49.2,23.8
12.7,7.5,43.3,36.4
16.1,8.3,42.2,33.5
13.1,7.5,48.7,30.7
19.8,8.4,49.4,22.5
14.1,7.4,46.5,32
15.4,9.5,47.6,27.5
14.8,8,47.2,30
12.1,7.8,44.1,35.9
19.1,9.1,46.6,25.2
21.3,10.8,46.9,21
13.4,8.3,43.6,34.6
9.2,5.3,39.1,46.4
11.1,6.4,38.8,43.7
13.3,8.4,48.7,29.6
18.7,9.3,49.6,22.3
19.7,7,51.2,22.1
19.8,9.3,47.3,23.6
14.3,8,45,32.7
17.5,8.8,47.5,26.2
17.9,9.8,54.1,18.2
14.8,7.9,50.9,26.4
16.1,7.6,50.1,26.2
18.7,8.9,50,22.3
16.1,9.4,49.3,25.2
15.8,8,48.5,27.7
18.2,10.2,55.1,16.5
17.9,8,51.4,22.7
15.1,7.2,49.5,28.2
16.4,7.8,46.5,29.4
18.4,9.3,47,25.3
21.4,9.9,46.6,22.1
16.9,7.8,46.3,29
17.5,6.7,47.6,28.2
16.3,8.6,47.1,28
13,7.3,44.6,35.1
19,9.1,51.2,20.7
18.8,8.2,54.3,18.6
18.7,9.4,51.8,20.2
18,7.3,49,25.6
18.8,8.7,50.1,22.5
15,8.8,47.8,28.5
19.5,9.6,53.3,17.5
20.3,10.4,55,14.2
18.9,9.3,50.6,21.2
19.9,9.7,53.9,16.5
19.9,10.1,55,15.1
24,10.3,51.8,14
24.8,11.4,49.5,14.3
20.2,9,53.4,17.5
22.2,9.8,51.7,16.3
27.1,12.1,51.6,9.2
22.3,10.1,52.3,15.4
20,10.8,50.5,18.7
26.1,11.2,50.8,11.9
18.8,10.6,53.9,16.8
19,9.4,55.5,16.1
20.7,11.2,52.7,15.4
17.3,8.3,52.8,21.6
14.2,8.4,50.9,26.5
17.7,8.1,51.4,22.8
20,9.1,51.9,19
15.9,7.4,52.5,24.2
18.5,8.2,49.1,24.3
18,9.1,50.4,22.5
22.1,9.5,50.5,17.9
17.5,10.6,55,17
19.7,10,51.4,18.8
21.3,9.7,54,15.1
21.2,10.1,51.8,17
22.2,9.2,51,17.7
18.1,8.3,50.4,23.2
19.1,9.1,52.7,19.1
23.7,10.6,52.6,13
18.7,8.8,54.6,18
18,8.3,51.7,22
17,10.1,48.2,24.7
15.8,8.9,49.3,25.9
19.9,10,51.8,18.3
22.2,8.5,51.8,17.5
18.4,9.3,49.2,23.1
19.1,9,50.2,21.7
18.2,8.6,58.8,14.5
19.2,8.6,53.8,18.4
15.6,9.9,53.2,21.2
18.3,9.8,48.3,23.7
16.1,9,47.8,27.1
16.6,10.4,49.5,23.5
16.2,10.2,49,24.7
13.7,8.6,46.7,31.1
16,10,48.8,25.3
16.3,10,49.3,24.4
18.9,10.8,51.7,18.6
14.5,7.6,42,35.9
21.8,12.1,49.1,17
14.9,9.3,49,26.9
15.6,8.7,50.5,25.2
20.5,8.5,50.9,20.1
19.1,7.8,51.1,22.1
21.7,9.5,50.1,18.7
19.7,8.6,52.9,18.8
22.8,9.2,52.5,15.5
22.7,10.9,51.7,14.7
19.1,9.7,53.7,17.5
20.1,9.8,59.2,10.9
20.3,10.2,56.4,13.1
14.1,13.7,60.8,11.3
15.7,10.9,46.8,26.6
21.9,8.4,51.9,17.8
16.7,8,48.8,26.5
20.1,8.8,53,18.1
18.6,9.7,52.2,19.5
18.7,8.7,48.6,24
17.9,9.2,49.3,23.7
16.7,7.6,50.5,25.2
19.7,9.1,51.1,20.1
18.2,10,56.1,15.8
14,8.7,48.3,29
17.2,7.8,51.8,23.2
23.6,9,57,10.3
17.5,8,50.9,23.6
22.8,9.2,58.5,9.5
17.2,9.7,57.2,15.9
16.3,33.5,41,9.1
20,9.4,47.8,22.9
18.2,9,51.1,21.7
20.1,15.7,57.6,6.7
17.8,9.4,50.8,22.1
22.5,9.7,55.2,12.7
17,8.9,47.5,26.6
27.4,9.9,53.8,8.9
18.7,10.2,54.9,16.2
11.7,33.8,38.9,15.6
22,10.7,53.9,13.4
17.5,7.7,51.4,23.3
14.6,9,48.4,28
13.4,7,44.1,35.6
17.8,8.7,53.5,20
15.3,8.8,51.2,24.6
16.3,10.3,51.6,21.9
19.3,8.6,48.3,23.9
20,7,50.8,22.1
17.8,7.7,52.5,21.9
19.3,9.2,50.6,20.9
21.3,10.2,53.4,15.2
17.1,8.6,52.2,22.1
17.6,9.2,48.6,24.6
20.3,10.9,54.8,14.1
19.2,10.8,52.3,17.7
21,10.4,53.4,15.2
18.8,9.3,54.3,17.6
19.4,8.4,53.6,18.6
15.7,10.3,53.2,20.8
20.8,10.8,51.9,16.5
21,8.5,52.4,18.1
21.3,11.8,51.4,15.5
21.9,10.1,52.7,15.3
22.3,9.6,55.7,12.4
24.3,9.4,55.8,10.5
22.5,10.5,51.7,15.3
22.7,10.2,51,16.1
22.3,8.9,51.6,17.3
19,9.8,52.2,19
23,9.7,51.7,15.6
22.5,10.3,52.3,14.9
15.8,8.8,50,25.4
16.4,7.2,47.8,28.5
18.2,8.9,53.2,19.7
15.8,9.2,48.2,26.8
16.2,9.8,49.2,24.8
17.8,8.8,51.1,22.3
15.1,10,51.1,23.8
15.4,7.6,50.1,26.8
12.4,9.1,46.1,32.3
15.5,10.3,50.6,23.6
16.8,9.9,49.8,23.5
20.1,10.3,51.5,18.2
17.1,9,49,24.9
21,9.1,54.8,15.2
17.2,9.2,53,20.6
16.9,9.3,49.1,24.7
16.4,8.9,49.4,25.2
16.9,10,51.5,21.5
20.4,11.3,49.3,19.1
22.2,10.1,46,21.7
16.7,7.9,51,24.4
16.7,8.1,47.2,28
16.5,9.3,51,23.2
13,7,40.7,39.3
15.3,7.3,47,30.4
12.9,7.2,40.5,39.3
15.7,8,47.6,28.6
12.7,7.5,41.9,37.9
16.1,9.1,45.8,29
10.1,5.8,37.2,46.9
18.2,10,46.1,25.7
16.9,10.4,43,29.7
22.3,11.2,44.9,21.6
17.8,10.9,49.9,21.5
18.2,10.6,44.9,26.2
13.1,6.9,45.2,34.8
19.8,8.7,50.9,20.6
19.5,8.6,51.4,20.6
18.8,8.1,51,22.1
19.2,9.8,50.9,20.1
20,8.1,53.2,18.7
23.2,9,53.1,14.7
18.3,9.2,53.8,18.8
20.8,10.7,48.9,19.6
19,9,51.9,20
18.2,8.4,54.6,18.8
14.6,6.3,46.8,32.2
22.3,9.1,52.2,16.4
14.3,30,44.3,11.4
24,10.2,53.6,12.2
21.6,9.5,52.5,16.4
16.6,13.9,55,14.4
12.3,13.3,58.6,15.7
12.3,17.9,52.1,17.7
17.4,8.9,52.4,21.3
15.6,13.3,45.9,25.3
21.3,8.7,51,19
17.8,8,51.6,22.6
19.1,7,48.4,25.5
19.8,6,49.7,24.6
14.5,6.5,46.7,32.3
14.1,7.5,48.8,29.6
17.5,7.8,50.1,24.5
17.1,8.3,51.6,23
15.8,6.7,52,25.5
19.1,10.4,51.3,19.3
12.8,15,45.4,26.9
16.6,13.6,49.6,20.2
16.6,7.6,48.5,27.3
17.7,8.4,51,22.9
16.7,8,50.4,24.9
13.3,18.5,43.5,24.6
15.6,10,49.4,25
18,8.7,50.7,22.6
18.2,9.8,51.3,20.7
15,7.9,49.6,27.5
13.8,7.6,51,27.7
17.4,8.6,50.5,23.5
16.6,8.6,50.9,24
17.4,10,49.3,23.3
17.2,9.7,48.1,25.1
16.1,12.4,50.3,21.2
14.8,15.3,50.4,19.5
19,9.6,51.2,20.2
15.5,13.9,56.6,14
26.3,11.8,52.2,9.7
14.9,8,46.7,30.4
22.1,10.4,52.9,14.6
25.1,11.7,52.5,10.7
21.3,9.9,54.1,14.7
18.3,9,55.2,17.6
22,9.2,51.9,16.9
17.6,10.1,47.8,24.5
16.2,9.8,46.3,27.7
20.3,10.4,58.1,11.2
26.4,10.8,55.3,7.6
22.2,8.4,52.7,16.7
15.4,7.1,46.3,31.2
16.9,9,51.3,22.8
18.9,8.8,51.5,20.8
19.3,9.9,51.8,19
17.1,10.7,55.2,17
17.4,8.6,53.5,20.5
18.4,9.2,51.1,21.3
16.1,8,49.5,26.5
16.3,7,44.4,32.3
15.7,8.2,50.9,25.1
16.1,8.6,53.1,22.1
16.9,8.2,52.1,22.9
20.6,8.8,52.4,18.2
18.4,8.8,49,23.8
20.8,9.1,55.1,15
15.2,8.3,51.2,25.3
15.7,6.7,47.9,29.7
16.8,6.5,49.9,26.8
20.4,8,50.2,21.3
16.8,7.5,51.4,24.3
18.6,9.3,51.7,20.5
16.5,7.5,49,27
21,8.8,54.1,16.1
19.6,9.3,52.2,19
16.9,8.5,50.9,23.8
22.2,8.2,50.1,19.4
17.3,7.9,52.2,22.6
19.5,8.5,53.7,18.3
21.7,7.6,60.6,10.1
